program	rep	depth	noReads	percMutate	targMut	lenRef	refMatch	refSnp	refIns	refDel	refNs	matches	snp	ins	del	Ns	elpTime	sysTime	UserTime	memKb	percCPU	seed	usedSeed	medakaModel	usedMedaka	usedMajCon	minLen	minDepth	fastq	schemeDir	scheme	schemeVer	prefix	conDef	conScaffoldBuilder	conStich
Lilo	5	50	4650	0	0	11800	0	0	0	0	0	11800	0	12	0	1206	332.96	47.04	754.99	402212	240%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	5	50	4650	0	0	11800	0	0	0	0	0	11800	0	0	0	1204	332.96	47.04	754.99	402212	240%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	5	50	4650	0	0	11800	0	0	0	0	0	11800	0	14	0	1211	332.96	47.04	754.99	402212	240%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	5	50	4650	0	0	11800	0	0	0	0	0	11800	0	0	0	939	0.54	0.03	0.91	9976	173%	1024	5120	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	5	50	4650	0	0	11800	0	0	0	0	0	11797	0	0	3	2739	0.52	0.02	0.91	11796	179%	1024	5120	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
artic	5	50	4650	100	118	11800	11682	118	0	0	0	11800	0	1	0	1248	85.04	3.49	84.96	393752	104%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	5	50	4650	100	118	11800	11682	118	0	0	0	11792	6	18	2	2069	2.89	0.99	4.35	11788	184%	1024	5120	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	5	50	4650	100	118	11800	11682	118	0	0	0	11799	0	0	1	1767	3.36	0.80	5.34	13772	182%	1024	5120	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	5	50	4650	100	118	11800	11682	118	0	0	0	11800	0	1504	0	1207	328.81	47.50	748.05	401124	241%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	5	50	4650	100	118	11800	11682	118	0	0	0	11800	0	1631	0	1206	328.81	47.50	748.05	401124	241%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	5	50	4650	100	118	11800	11682	118	0	0	0	11800	0	0	0	1200	328.81	47.50	748.05	401124	241%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	5	50	4650	100	118	11800	11682	118	0	0	0	11800	0	12	0	1206	328.81	47.50	748.05	401124	241%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	5	50	4650	100	118	11800	11682	118	0	0	0	11800	0	0	0	1204	328.81	47.50	748.05	401124	241%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	5	50	4650	100	118	11800	11682	118	0	0	0	11800	0	13	0	1211	328.81	47.50	748.05	401124	241%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	5	50	4650	100	118	11800	11682	118	0	0	0	11800	0	0	0	939	0.55	0.00	0.95	9888	172%	1024	5120	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	5	50	4650	100	118	11800	11682	118	0	0	0	11797	0	0	3	2739	0.55	0.03	0.93	13648	175%	1024	5120	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
artic	5	50	4650	200	236	11800	11564	236	0	0	0	11799	1	1	0	1248	90.96	3.47	90.99	392232	103%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	5	50	4650	200	236	11800	11564	236	0	0	0	11791	7	19	2	2329	2.89	0.88	4.43	11996	183%	1024	5120	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	5	50	4650	200	236	11800	11564	236	0	0	0	11794	4	72	2	1914	3.38	0.91	5.19	12256	180%	1024	5120	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	5	50	4650	200	236	11800	11564	236	0	0	0	11800	0	1283	0	1205	330.66	47.33	749.74	403252	241%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	5	50	4650	200	236	11800	11564	236	0	0	0	11800	0	1457	0	1206	330.66	47.33	749.74	403252	241%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	5	50	4650	200	236	11800	11564	236	0	0	0	11800	0	0	0	1200	330.66	47.33	749.74	403252	241%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	5	50	4650	200	236	11800	11564	236	0	0	0	11800	0	12	0	1206	330.66	47.33	749.74	403252	241%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	5	50	4650	200	236	11800	11564	236	0	0	0	11800	0	0	0	1204	330.66	47.33	749.74	403252	241%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	5	50	4650	200	236	11800	11564	236	0	0	0	11800	0	13	0	1211	330.66	47.33	749.74	403252	241%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	5	50	4650	200	236	11800	11564	236	0	0	0	11800	0	0	0	939	0.55	0.03	0.92	11800	173%	1024	5120	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	5	50	4650	200	236	11800	11564	236	0	0	0	11797	0	0	3	2739	0.53	0.03	0.92	11740	177%	1024	5120	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
artic	5	50	4650	500	590	11800	11210	590	0	0	0	11798	2	0	0	1248	92.27	3.48	92.32	391392	103%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	5	50	4650	500	590	11800	11210	590	0	0	0	11794	5	19	1	2036	3.03	1.06	4.55	14064	185%	1024	5120	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	5	50	4650	500	590	11800	11210	590	0	0	0	11794	4	73	2	1920	3.51	1.10	5.26	12472	181%	1024	5120	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	5	50	4650	500	590	11800	11210	590	0	0	0	11800	0	1304	0	1195	333.97	47.07	754.29	402480	239%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	5	50	4650	500	590	11800	11210	590	0	0	0	11800	0	1457	0	1217	333.97	47.07	754.29	402480	239%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	5	50	4650	500	590	11800	11210	590	0	0	0	11800	0	0	0	1187	333.97	47.07	754.29	402480	239%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	5	50	4650	500	590	11800	11210	590	0	0	0	11800	0	11	0	1217	333.97	47.07	754.29	402480	239%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	5	50	4650	500	590	11800	11210	590	0	0	0	11800	0	0	0	1191	333.97	47.07	754.29	402480	239%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	5	50	4650	500	590	11800	11210	590	0	0	0	11800	0	12	0	1224	333.97	47.07	754.29	402480	239%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	5	50	4650	500	590	11800	11210	590	0	0	0	11800	0	0	0	939	0.53	0.03	0.91	14488	178%	1024	5120	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	5	50	4650	500	590	11800	11210	590	0	0	0	11799	0	0	1	2769	0.52	0.04	0.92	12576	182%	1024	5120	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
artic	5	50	4650	1000	1180	11800	10631	1163	6	6	0	11794	6	1	0	1292	87.63	3.56	87.51	392032	103%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	5	50	4650	1000	1180	11800	10631	1163	6	6	0	11797	3	21	0	1262	2.69	0.87	4.12	16284	185%	1024	5120	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	5	50	4650	1000	1180	11800	10631	1163	6	6	0	11800	0	0	0	1274	3.11	0.80	4.82	12792	180%	1024	5120	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	5	50	4650	1000	1180	11800	10631	1163	6	6	0	11779	9	1253	12	1598	323.05	46.28	727.89	401460	239%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	5	50	4650	1000	1180	11800	10631	1163	6	6	0	11759	20	1561	21	1737	323.05	46.28	727.89	401460	239%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	5	50	4650	1000	1180	11800	10631	1163	6	6	0	11779	9	234	12	1595	323.05	46.28	727.89	401460	239%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	5	50	4650	1000	1180	11800	10631	1163	6	6	0	11759	20	359	21	1737	323.05	46.28	727.89	401460	239%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	5	50	4650	1000	1180	11800	10631	1163	6	6	0	11800	0	0	0	1454	323.05	46.28	727.89	401460	239%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	5	50	4650	1000	1180	11800	10631	1163	6	6	0	11800	0	13	0	1502	323.05	46.28	727.89	401460	239%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	5	50	4650	1000	1180	11800	10631	1163	6	6	0	11799	0	0	1	939	0.56	0.03	0.96	12188	177%	1024	5120	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	5	50	4650	1000	1180	11800	10631	1163	6	6	0	11797	0	0	3	2744	0.54	0.03	0.96	12444	183%	1024	5120	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
artic	5	50	4650	0	0	29903	0	0	0	0	0	29889	3	0	11	2287	212.18	3.87	212.77	937752	102%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	5	50	4650	0	0	29903	0	0	0	0	0	29883	8	34	12	2066	7.68	2.11	13.14	13900	198%	1024	5120	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	5	50	4650	0	0	29903	0	0	0	0	0	29886	5	0	12	2038	9.12	2.16	15.38	15828	192%	1024	5120	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	5	50	4650	0	0	29903	0	0	0	0	0	29888	5	3163	10	2527	657.31	89.49	1649.21	409208	264%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	5	50	4650	0	0	29903	0	0	0	0	0	29887	6	3801	10	2622	657.31	89.49	1649.21	409208	264%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	5	50	4650	0	0	29903	0	0	0	0	0	29888	5	0	10	2511	657.31	89.49	1649.21	409208	264%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	5	50	4650	0	0	29903	0	0	0	0	0	29887	6	26	10	2622	657.31	89.49	1649.21	409208	264%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	5	50	4650	0	0	29903	0	0	0	0	0	29888	5	0	10	2521	657.31	89.49	1649.21	409208	264%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	5	50	4650	0	0	29903	0	0	0	0	0	29887	6	30	10	2637	657.31	89.49	1649.21	409208	264%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	5	50	4650	0	0	29903	0	0	0	0	0	29888	4	1	11	1815	1.30	0.03	2.25	17356	175%	1024	5120	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	5	50	4650	0	0	29903	0	0	0	0	0	29882	6	0	15	4726	1.49	0.08	2.51	13580	173%	1024	5120	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	false
artic	5	50	4650	100	299	29903	29604	299	0	0	0	29887	5	0	11	2287	218.41	3.92	219.05	937820	102%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	5	50	4650	100	299	29903	29604	299	0	0	0	29883	8	36	12	2066	7.66	2.00	13.25	17464	199%	1024	5120	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	5	50	4650	100	299	29903	29604	299	0	0	0	29886	5	0	12	2038	9.09	2.14	15.36	13856	192%	1024	5120	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	5	50	4650	100	299	29903	29604	299	0	0	0	29888	5	3171	10	2526	655.62	89.24	1647.66	410272	264%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	5	50	4650	100	299	29903	29604	299	0	0	0	29887	6	3794	10	2622	655.62	89.24	1647.66	410272	264%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	5	50	4650	100	299	29903	29604	299	0	0	0	29888	5	0	10	2511	655.62	89.24	1647.66	410272	264%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	5	50	4650	100	299	29903	29604	299	0	0	0	29887	6	26	10	2622	655.62	89.24	1647.66	410272	264%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	5	50	4650	100	299	29903	29604	299	0	0	0	29888	5	0	10	2525	655.62	89.24	1647.66	410272	264%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	5	50	4650	100	299	29903	29604	299	0	0	0	29887	6	30	10	2641	655.62	89.24	1647.66	410272	264%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	5	50	4650	100	299	29903	29604	299	0	0	0	29886	5	1	12	1815	1.34	0.07	2.28	14020	174%	1024	5120	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	5	50	4650	100	299	29903	29604	299	0	0	0	29881	7	0	15	4726	1.48	0.03	2.55	13888	174%	1024	5120	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	false
artic	5	50	4650	200	598	29903	29305	598	0	0	0	29886	7	0	10	2287	220.57	3.98	221.16	937780	102%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	5	50	4650	200	598	29903	29305	598	0	0	0	29883	8	36	12	2073	7.69	1.93	13.26	14096	197%	1024	5120	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	5	50	4650	200	598	29903	29305	598	0	0	0	29886	5	0	12	2044	9.15	2.24	15.28	15596	191%	1024	5120	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	5	50	4650	200	598	29903	29305	598	0	0	0	29888	5	3000	10	2527	651.07	89.63	1645.69	409428	266%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	5	50	4650	200	598	29903	29305	598	0	0	0	29887	6	3629	10	2641	651.07	89.63	1645.69	409428	266%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	5	50	4650	200	598	29903	29305	598	0	0	0	29888	5	0	10	2511	651.07	89.63	1645.69	409428	266%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	5	50	4650	200	598	29903	29305	598	0	0	0	29887	6	26	10	2641	651.07	89.63	1645.69	409428	266%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	5	50	4650	200	598	29903	29305	598	0	0	0	29888	5	0	10	2528	651.07	89.63	1645.69	409428	266%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	5	50	4650	200	598	29903	29305	598	0	0	0	29887	6	30	10	2664	651.07	89.63	1645.69	409428	266%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	5	50	4650	200	598	29903	29305	598	0	0	0	29886	5	2	12	1817	1.32	0.08	2.26	13964	176%	1024	5120	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	5	50	4650	200	598	29903	29305	598	0	0	0	29881	7	1	15	4728	1.50	0.08	2.55	14072	175%	1024	5120	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	false
artic	5	50	4650	500	1495	29903	28408	1495	0	0	0	29878	14	0	11	2288	221.20	4.30	221.44	937708	102%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	5	50	4650	500	1495	29903	28408	1495	0	0	0	29880	11	38	12	2061	7.52	1.94	13.02	19132	199%	1024	5120	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	5	50	4650	500	1495	29903	28408	1495	0	0	0	29886	5	0	12	2046	8.96	1.99	15.29	14780	193%	1024	5120	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	5	50	4650	500	1495	29903	28408	1495	0	0	0	29888	5	2988	10	2527	653.61	89.12	1650.44	408664	266%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	5	50	4650	500	1495	29903	28408	1495	0	0	0	29887	6	3549	10	2749	653.61	89.12	1650.44	408664	266%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	5	50	4650	500	1495	29903	28408	1495	0	0	0	29888	5	0	10	2511	653.61	89.12	1650.44	408664	266%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	5	50	4650	500	1495	29903	28408	1495	0	0	0	29887	6	26	10	2749	653.61	89.12	1650.44	408664	266%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	5	50	4650	500	1495	29903	28408	1495	0	0	0	29888	5	0	10	2532	653.61	89.12	1650.44	408664	266%	1024	5120	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
