program	rep	depth	noReads	percMutate	targMut	mutLen	refLen	refNs	refSnp	refIndel	conLen	Ns	snp	indel	elpTime	sysTime	UserTime	memKb	percCPU	seed	usedSeed	medakaModel	usedMedaka	usedMajcon	usedIvar	usedRacon	medakaPolish	ivarPolish	minLen	minDepth	fastq	schemeDir	scheme	schemeVer	prefix	conDef	conScaffoldBuilder	conStich
Lilo	1	500	46500	500	285	5700	5700	0	49.5519	0	5570	136.266	0.2079	1.455	428.09	51.07	1045.29	493180	256%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	1	500	46500	500	285	5700	5700	0	49.5519	0	5629	147.095	0	0	428.09	51.07	1045.29	493180	256%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	1	500	46500	500	285	5700	5700	0	49.5519	0	5635	146.939	0.208	1.2482	428.09	51.07	1045.29	493180	256%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
ivar	1	500	46500	500	285	5700	5700	0	49.5519	0	5700	141.053	0	0	7.08	0.19	15.96	74372	228%	1024	1024	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
ivarTrim	1	500	46500	500	285	5700	5700	0	49.5519	0	5695	158.56	0	0.2087	2.75	0.12	5.06	69132	188%	1024	1024	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
artic	1	500	46500	1000	570	5700	5700	0	0	0	5700	168.597	0.6373	0	62.18	3.57	63.11	390248	107%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
buildCon	1	500	46500	1000	570	5700	5700	0	0	0	5621	307.419	0	1.0249	11.13	1.89	23.17	65896	225%	1024	1024	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	320	100	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
buildCon	1	500	46500	1000	570	5700	5700	0	0	0	5621	356.342	0	0	12.03	1.99	24.52	65952	220%	1024	1024	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	320	100	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	1	500	46500	1000	570	5700	5700	0	0	0	6516	211.326	0	1.4442	425.42	50.50	1040.22	495136	256%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	1	500	46500	1000	570	5700	5700	0	0	0	6288	218.988	0	3.2715	425.42	50.50	1040.22	495136	256%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	1	500	46500	1000	570	5700	5700	0	0	0	6224	221.24	0	0.4126	425.42	50.50	1040.22	495136	256%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	1	500	46500	1000	570	5700	5700	0	0	0	5957	231.157	0	1.5284	425.42	50.50	1040.22	495136	256%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	1	500	46500	1000	570	5700	5700	0	0	0	5618	200.249	0	0	425.42	50.50	1040.22	495136	256%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	1	500	46500	1000	570	5700	5700	0	0	0	5625	201.067	0	1.5556	425.42	50.50	1040.22	495136	256%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
ivar	1	500	46500	1000	570	5700	5700	0	0	0	5700	145.614	0	0	7.02	0.23	15.48	68016	223%	1024	1024	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
ivarTrim	1	500	46500	1000	570	5700	5700	0	0	0	5695	158.736	0	0.2087	2.61	0.12	4.96	69552	194%	1024	1024	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
artic	1	500	46500	0	0	11800	11800	0	0	0	11800	105.932	0	0	100.54	3.76	101.90	393440	105%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
buildCon	1	500	46500	0	0	11800	11800	0	0	0	11692	98.0157	0	0.3768	23.13	3.86	49.37	71080	230%	1024	1024	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	320	100	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
buildCon	1	500	46500	0	0	11800	11800	0	0	0	11687	115	0	0	25.50	3.70	53.62	70768	224%	1024	1024	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	320	100	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	1	500	46500	0	0	11800	11800	0	0	0	13224	79.5523	0	2.3558	617.01	72.92	1571.36	495172	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	1	500	46500	0	0	11800	11800	0	0	0	13299	83.9161	0.0944	3.7747	617.01	72.92	1571.36	495172	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	1	500	46500	0	0	11800	11800	0	0	0	11662	90.2075	0	0	617.01	72.92	1571.36	495172	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	1	500	46500	0	0	11800	11800	0	0	0	11674	95.5971	0.0941	1.1295	617.01	72.92	1571.36	495172	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	1	500	46500	0	0	11800	11800	0	0	0	11711	94.4411	0	0	617.01	72.92	1571.36	495172	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	1	500	46500	0	0	11800	11800	0	0	0	11723	99.8891	0.0942	1.1299	617.01	72.92	1571.36	495172	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
ivar	1	500	46500	0	0	11800	11800	0	0	0	11800	76.9492	0	0	13.48	0.29	30.71	74188	229%	1024	1024	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
ivarTrim	1	500	46500	0	0	11800	11800	0	0	0	11793	99.0418	0	0.2824	4.81	0.19	8.95	67920	189%	1024	1024	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
artic	1	500	46500	100	118	11800	11800	0	10	0	11800	106.017	0	0	97.59	3.55	97.71	392464	103%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
buildCon	1	500	46500	100	118	11800	11800	0	10	0	11689	98.5542	0	0.1884	28.24	4.23	58.43	67892	221%	1024	1024	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	320	100	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
buildCon	1	500	46500	100	118	11800	11800	0	10	0	11686	134.434	0	0	28.95	4.33	62.27	73172	230%	1024	1024	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	320	100	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	1	500	46500	100	118	11800	11800	0	10	0	13190	79.6816	0	2.4438	611.71	71.76	1561.04	493232	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	1	500	46500	100	118	11800	11800	0	10	0	13284	83.7097	0.0945	3.7793	611.71	71.76	1561.04	493232	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	1	500	46500	100	118	11800	11800	0	10	0	11652	89.9416	0	0	611.71	71.76	1561.04	493232	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	1	500	46500	100	118	11800	11800	0	10	0	11664	95.3361	0.0942	1.1302	611.71	71.76	1561.04	493232	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	1	500	46500	100	118	11800	11800	0	10	0	11701	94.18	0	0	611.71	71.76	1561.04	493232	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	1	500	46500	100	118	11800	11800	0	10	0	11713	99.6329	0.0942	1.1306	611.71	71.76	1561.04	493232	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
ivar	1	500	46500	100	118	11800	11800	0	10	0	11800	76.9492	0	0	13.19	0.28	30.77	76780	235%	1024	1024	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
ivarTrim	1	500	46500	100	118	11800	11800	0	10	0	11793	99.0418	0	0.2824	4.83	0.17	9.01	68676	189%	1024	1024	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
artic	1	500	46500	200	236	11800	11800	0	19.9169	0	11800	105.932	0	0	101.74	3.62	103.80	393992	105%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
buildCon	1	500	46500	200	236	11800	11800	0	19.9169	0	11689	98.212	0	0.1884	27.09	4.12	57.94	68744	229%	1024	1024	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	320	100	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
buildCon	1	500	46500	200	236	11800	11800	0	19.9169	0	11686	134.178	0	0	28.91	4.21	61.94	68540	228%	1024	1024	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	320	100	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	1	500	46500	200	236	11800	11800	0	19.9169	0	13050	80.3065	0	2.1655	614.04	71.96	1562.85	495184	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	1	500	46500	200	236	11800	11800	0	19.9169	0	13166	85.1436	0.0944	3.6834	614.04	71.96	1562.85	495184	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	1	500	46500	200	236	11800	11800	0	19.9169	0	11652	89.9416	0	0	614.04	71.96	1562.85	495184	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	1	500	46500	200	236	11800	11800	0	19.9169	0	11664	96.1077	0.0942	1.1302	614.04	71.96	1562.85	495184	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	1	500	46500	200	236	11800	11800	0	19.9169	0	11701	94.18	0	0	614.04	71.96	1562.85	495184	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	1	500	46500	200	236	11800	11800	0	19.9169	0	11713	100.487	0.0942	1.1306	614.04	71.96	1562.85	495184	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
ivar	1	500	46500	200	236	11800	11800	0	19.9169	0	11800	77.0339	0	0	13.22	0.29	30.81	78820	235%	1024	1024	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
ivarTrim	1	500	46500	200	236	11800	11800	0	19.9169	0	11793	99.0418	0	0.2824	4.79	0.25	8.95	67448	192%	1024	1024	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
artic	1	500	46500	500	590	11800	11800	0	49.9195	0	11800	105.932	0.3793	0	105.97	3.80	107.94	395312	105%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
buildCon	1	500	46500	500	590	11800	11800	0	49.9195	0	11687	98.3144	0	0.4712	22.38	2.71	41.92	69384	199%	1024	1024	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	320	100	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
buildCon	1	500	46500	500	590	11800	11800	0	49.9195	0	11681	111.634	0	0	21.63	2.55	46.11	74228	224%	1024	1024	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	320	100	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	1	500	46500	500	590	11800	11800	0	49.9195	0	12872	89.652	0	1.9034	614.36	71.98	1568.44	493212	267%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	1	500	46500	500	590	11800	11800	0	49.9195	0	12991	97.606	0	3.6211	614.36	71.98	1568.44	493212	267%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	1	500	46500	500	590	11800	11800	0	49.9195	0	11652	98.8671	0.0944	0	614.36	71.98	1568.44	493212	267%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	1	500	46500	500	590	11800	11800	0	49.9195	0	11664	108.711	0	1.1522	614.36	71.98	1568.44	493212	267%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	1	500	46500	500	590	11800	11800	0	49.9195	0	11701	103.495	0	0	614.36	71.98	1568.44	493212	267%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	1	500	46500	500	590	11800	11800	0	49.9195	0	11714	113.369	0	1.2487	614.36	71.98	1568.44	493212	267%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
ivar	1	500	46500	500	590	11800	11800	0	49.9195	0	11800	77.0339	0	0	13.12	0.38	30.68	79028	236%	1024	1024	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
ivarTrim	1	500	46500	500	590	11800	11800	0	49.9195	0	11794	99.1182	0	0.2823	4.96	0.23	9.26	69236	191%	1024	1024	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
artic	1	500	46500	1000	1180	11800	11800	0	0	0	11800	106.186	0.4743	0.2846	108.24	3.78	109.73	397424	104%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
buildCon	1	500	46500	1000	1180	11800	11800	0	0	0	11693	121.953	0.4833	0.8699	18.72	2.39	39.94	76144	226%	1024	1024	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	320	100	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
buildCon	1	500	46500	1000	1180	11800	11800	0	0	0	11687	136.819	0	0	20.35	2.73	43.56	72488	227%	1024	1024	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	320	100	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	1	500	46500	1000	1180	11800	11800	0	0	0	13188	126.175	0	1.5909	608.02	71.49	1551.86	495200	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	1	500	46500	1000	1180	11800	11800	0	0	0	12948	132.685	0	3.066	608.02	71.49	1551.86	495200	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	1	500	46500	1000	1180	11800	11800	0	0	0	12019	138.447	0	0.0994	608.02	71.49	1551.86	495200	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	1	500	46500	1000	1180	11800	11800	0	0	0	11735	146.4	0	1.2912	608.02	71.49	1551.86	495200	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	1	500	46500	1000	1180	11800	11800	0	0	0	11701	130.844	0	0	608.02	71.49	1551.86	495200	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	1	500	46500	1000	1180	11800	11800	0	0	0	11713	136.686	0	1.169	608.02	71.49	1551.86	495200	266%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
ivar	1	500	46500	1000	1180	11800	11800	0	0	0	11799	77.2099	0	0.1837	12.70	0.40	30.11	77416	240%	1024	1024	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
ivarTrim	1	500	46500	1000	1180	11800	11800	0	0	0	11794	99.1182	0.0941	0.2823	4.73	0.21	9.16	71764	198%	1024	1024	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
artic	1	500	46500	0	0	29903	29903	0	0	0	29892	76.6426	0.1449	0.0362	258.18	4.44	263.56	937804	103%	1024	1024	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
buildCon	1	500	46500	0	0	29903	29903	0	0	0	29877	85.6512	0.3658	1.207	49.57	4.79	118.66	82660	249%	1024	1024	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	320	100	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
